"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"HDMs demethylate histones"	"HDMs demethylate histones"	23	23	14	0.608695652173913	0.177966101694915	21	23	3	0	0.0174346066012245	1
"Hexose transport"	"Hexose transport"	46	46	28	0.608695652173913	0.296610169491525	35	45	4	0	0.00228328760215368	0.337961569534809
"Integrin cell surface interactions"	"Integrin cell surface interactions"	66	66	40	0.606060606060606	0.457627118644068	54	74	6	0	0.000478383241993896	0.0991312752766112
"PLC-gamma1 signalling"	"PLC-gamma1 signalling"	33	33	20	0.606060606060606	0.296610169491525	35	41	7	0	0.00775393598119933	0.816444297781761
"Collagen formation"	"Collagen formation"	86	86	52	0.604651162790698	0.567796610169492	67	133	10	0	0.000101604203099792	0.0252654859349142
"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	43	43	26	0.604651162790698	0.313559322033898	37	50	4	0	0.00348586909001369	0.461072484657208
"Abacavir transmembrane transport"	"Abacavir transmembrane transport"	5	5	3	0.6	0.0338983050847458	4	4	2	0	0.0969430446881394	1
"Activation of RAS in B cells"	"Activation of RAS in B cells"	5	5	3	0.6	0.0932203389830508	11	12	7	0	0.0969430446881394	1
"Activation of caspases through apoptosome-mediated cleavage"	"Activation of caspases through apoptosome-mediated cleavage"	5	5	3	0.6	0.0423728813559322	5	5	3	0	0.0969430446881394	1
"Constitutive Signaling by EGFRvIII"	"Constitutive Signaling by EGFRvIII"	15	15	9	0.6	0.296610169491525	35	39	20	0	0.0420552263934316	1
"Cytochrome c-mediated apoptotic response"	"Cytochrome c-mediated apoptotic response"	5	5	3	0.6	0.0423728813559322	5	5	3	0	0.0969430446881394	1
"Digestion of dietary lipid"	"Digestion of dietary lipid"	5	5	3	0.6	0.0593220338983051	7	8	4	0	0.0969430446881394	1
"Electric Transmission Across Gap Junctions"	"Electric Transmission Across Gap Junctions"	5	5	3	0.6	0.0508474576271186	6	6	3	0	0.0969430446881394	1
"FGFR1b ligand binding and activation"	"FGFR1b ligand binding and activation"	5	5	3	0.6	0.0254237288135593	3	4	2	0	0.0969430446881394	1
"FasL/ CD95L signaling"	"FasL/ CD95L signaling"	5	5	3	0.6	0.127118644067797	15	15	12	0	0.0969430446881394	1
"GP1b-IX-V activation signalling"	"GP1b-IX-V activation signalling"	10	10	6	0.6	0.101694915254237	12	13	4	0	0.0645426880853528	1
"Glucose transport"	"Glucose transport"	40	40	24	0.6	0.254237288135593	30	39	4	0	0.0053271895944329	0.619013843771044
"Interaction With The Zona Pellucida"	"Interaction With The Zona Pellucida"	10	10	6	0.6	0.0677966101694915	8	8	3	0	0.0645426880853528	1
"Nicotinamide salvaging"	"Nicotinamide salvaging"	5	5	3	0.6	0.0338983050847458	4	4	2	0	0.0969430446881394	1
"Nitric oxide stimulates guanylate cyclase"	"Nitric oxide stimulates guanylate cyclase"	25	25	15	0.6	0.152542372881356	18	22	5	0	0.0181159713046327	1
"PKA-mediated phosphorylation of key metabolic factors"	"PKA-mediated phosphorylation of key metabolic factors"	5	5	3	0.6	0.0254237288135593	3	3	1	0	0.0969430446881394	1
"RORA activates circadian gene expression"	"RORA activates circadian gene expression"	25	25	15	0.6	0.254237288135593	30	38	7	0	0.0181159713046327	1
"Regulation of the Fanconi anemia pathway"	"Regulation of the Fanconi anemia pathway"	10	10	6	0.6	0.101694915254237	12	12	4	0	0.0645426880853528	1
"Role of second messengers in netrin-1 signaling"	"Role of second messengers in netrin-1 signaling"	10	10	6	0.6	0.11864406779661	14	18	8	0	0.0645426880853528	1
"Signaling by FGFR1 mutants"	"Signaling by FGFR1 mutants"	30	30	18	0.6	0.38135593220339	45	51	20	0	0.0119940494192801	1
"Synthesis of UDP-N-acetyl-glucosamine"	"Synthesis of UDP-N-acetyl-glucosamine"	5	5	3	0.6	0.0423728813559322	5	5	2	0	0.0969430446881394	1
"Tachykinin receptors bind tachykinins"	"Tachykinin receptors bind tachykinins"	5	5	3	0.6	0.0338983050847458	4	4	2	0	0.0969430446881394	1
"Transmission across Electrical Synapses"	"Transmission across Electrical Synapses"	5	5	3	0.6	0.0508474576271186	6	6	3	0	0.0969430446881394	1
"Vitamin B2 (riboflavin) metabolism"	"Vitamin B2 (riboflavin) metabolism"	5	5	3	0.6	0.0338983050847458	4	4	2	0	0.0969430446881394	1
"negative regulation of TCF-dependent signaling by DVL-interacting proteins"	"negative regulation of TCF-dependent signaling by DVL-interacting proteins"	5	5	3	0.6	0.0423728813559322	5	6	3	0	0.0969430446881394	1
"Non-integrin membrane-ECM interactions"	"Non-integrin membrane-ECM interactions"	42	42	25	0.595238095238095	0.338983050847458	40	62	10	0	0.00543277993189251	0.625438114221025
"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	37	37	22	0.594594594594595	0.296610169491525	35	45	7	0	0.00815036322134355	0.844465095319626
"Recycling pathway of L1"	"Recycling pathway of L1"	27	27	16	0.592592592592593	0.169491525423729	20	23	4	0	0.0186111989723836	1
"CTLA4 inhibitory signaling"	"CTLA4 inhibitory signaling"	22	22	13	0.590909090909091	0.135593220338983	16	17	2	0	0.0284099966757224	1
"Homologous Recombination Repair"	"Homologous Recombination Repair"	17	17	10	0.588235294117647	0.135593220338983	16	17	4	0	0.0437942390047863	1
"Homologous recombination repair of replication-independent double-strand breaks"	"Homologous recombination repair of replication-independent double-strand breaks"	17	17	10	0.588235294117647	0.135593220338983	16	17	4	0	0.0437942390047863	1
"PKA-mediated phosphorylation of CREB"	"PKA-mediated phosphorylation of CREB"	17	17	10	0.588235294117647	0.169491525423729	20	22	7	0	0.0437942390047863	1
"Elastic fibre formation"	"Elastic fibre formation"	41	41	24	0.585365853658537	0.313559322033898	37	44	5	0	0.00836153254960204	0.857123167762888
"CD28 dependent Vav1 pathway"	"CD28 dependent Vav1 pathway"	12	12	7	0.583333333333333	0.110169491525424	13	13	5	0	0.0684209797685198	1
"Cell-cell junction organization"	"Cell-cell junction organization"	60	60	35	0.583333333333333	0.440677966101695	52	72	10	0	0.00251966101428369	0.360088166636286
"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	12	12	7	0.583333333333333	0.0932203389830508	11	12	4	0	0.0684209797685198	1
"Eicosanoids"	"Eicosanoids"	12	12	7	0.583333333333333	0.101694915254237	12	13	4	0	0.0684209797685198	1
"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	12	12	7	0.583333333333333	0.0593220338983051	7	7	1	0	0.0684209797685198	1
"REV-ERBA represses gene expression"	"REV-ERBA represses gene expression"	24	24	14	0.583333333333333	0.245762711864407	29	36	7	0	0.0289886442713665	1
"GABA receptor activation"	"GABA receptor activation"	55	55	32	0.581818181818182	0.347457627118644	41	59	7	0	0.00375655355944726	0.486524077746712
"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	43	43	25	0.581395348837209	0.305084745762712	36	43	4	0	0.00841040827829542	0.857123167762888
"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	19	19	11	0.578947368421053	0.322033898305085	38	42	20	0	0.0448405233920561	1
"Rho GTPase cycle"	"Rho GTPase cycle"	121	121	70	0.578512396694215	0.525423728813559	62	128	6	0	7.36702942643053e-05	0.0186931422324081
"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	121	121	70	0.578512396694215	0.525423728813559	62	128	6	0	7.36702942643053e-05	0.0186931422324081
"CaM pathway"	"CaM pathway"	26	26	15	0.576923076923077	0.228813559322034	27	31	7	0	0.0293124229233472	1
"Calmodulin induced events"	"Calmodulin induced events"	26	26	15	0.576923076923077	0.228813559322034	27	31	7	0	0.0293124229233472	1
"EGFR downregulation"	"EGFR downregulation"	26	26	15	0.576923076923077	0.169491525423729	20	22	3	0	0.0293124229233472	1
"Ligand-gated ion channel transport"	"Ligand-gated ion channel transport"	26	26	15	0.576923076923077	0.203389830508475	24	30	5	0	0.0293124229233472	1
"Synthesis of PIPs at the plasma membrane"	"Synthesis of PIPs at the plasma membrane"	33	33	19	0.575757575757576	0.364406779661017	43	54	20	0	0.0192471967275912	1
"CREB phosphorylation through the activation of Adenylate Cyclase"	"CREB phosphorylation through the activation of Adenylate Cyclase"	7	7	4	0.571428571428571	0.076271186440678	9	9	4	0	0.108784494987367	1
"Homologous DNA pairing and strand exchange"	"Homologous DNA pairing and strand exchange"	7	7	4	0.571428571428571	0.0508474576271186	6	6	2	0	0.108784494987367	1
"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	70	70	40	0.571428571428571	0.474576271186441	56	90	7	0	0.00247924106693154	0.360088166636286
"Netrin-1 signaling"	"Netrin-1 signaling"	42	42	24	0.571428571428571	0.372881355932203	44	59	8	0	0.0126685216932922	1
"NrCAM interactions"	"NrCAM interactions"	7	7	4	0.571428571428571	0.0508474576271186	6	6	3	0	0.108784494987367	1
"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	7	7	4	0.571428571428571	0.228813559322034	27	27	23	0	0.108784494987367	1
"Signal transduction by L1"	"Signal transduction by L1"	21	21	12	0.571428571428571	0.144067796610169	17	20	5	0	0.0453617786544952	1
"binding of TCF/LEF:CTNNB1 to target gene promoters"	"binding of TCF/LEF:CTNNB1 to target gene promoters"	7	7	4	0.571428571428571	0.0593220338983051	7	7	3	0	0.108784494987367	1
"regulation of FZD by ubiquitination"	"regulation of FZD by ubiquitination"	21	21	12	0.571428571428571	0.135593220338983	16	19	3	0	0.0453617786544952	1
"Extracellular matrix organization"	"Extracellular matrix organization"	266	266	151	0.567669172932331	0.830508474576271	98	340	10	0	7.81223136181453e-08	2.77519202061188e-05
"NCAM1 interactions"	"NCAM1 interactions"	37	37	21	0.567567567567568	0.330508474576271	39	51	7	0	0.0191680780940202	1
"Semaphorin interactions"	"Semaphorin interactions"	67	67	38	0.567164179104478	0.449152542372881	53	90	7	0	0.00364378130340626	0.4768861215872
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity"	30	30	17	0.566666666666667	0.177966101694915	21	25	3	0	0.0293812952818298	1
"Trafficking of AMPA receptors"	"Trafficking of AMPA receptors"	30	30	17	0.566666666666667	0.177966101694915	21	25	3	0	0.0293812952818298	1
"CRMPs in Sema3A signaling"	"CRMPs in Sema3A signaling"	16	16	9	0.5625	0.161016949152542	19	20	6	0	0.0713659413900354	1
"Hyaluronan metabolism"	"Hyaluronan metabolism"	16	16	9	0.5625	0.127118644067797	15	18	6	0	0.0713659413900354	1
"Regulation of KIT signaling"	"Regulation of KIT signaling"	16	16	9	0.5625	0.0847457627118644	10	11	2	0	0.0713659413900354	1
"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)"	16	16	9	0.5625	0.0932203389830508	11	11	2	0	0.0713659413900354	1
"Transport of the SLBP independent Mature mRNA"	"Transport of the SLBP independent Mature mRNA"	32	32	18	0.5625	0.211864406779661	25	30	4	0	0.0291980718326923	1
"Cell-Cell communication"	"Cell-Cell communication"	130	130	73	0.561538461538462	0.73728813559322	87	187	20	0	0.000201565797735892	0.0455659194500601
"Cell death signalling via NRAGE, NRIF and NADE"	"Cell death signalling via NRAGE, NRIF and NADE"	61	61	34	0.557377049180328	0.364406779661017	43	66	6	0	0.00781425421490534	0.816444297781761
"Axon guidance"	"Axon guidance"	327	327	182	0.556574923547401	0.906779661016949	107	432	10	0	3.0590358246485e-08	1.18855852298849e-05
"A third proteolytic cleavage releases NICD"	"A third proteolytic cleavage releases NICD"	9	9	5	0.555555555555556	0.271186440677966	32	34	23	0	0.113843962999703	1
"Bicarbonate transporters"	"Bicarbonate transporters"	9	9	5	0.555555555555556	0.110169491525424	13	13	5	0	0.113843962999703	1
"Dopamine Neurotransmitter Release Cycle"	"Dopamine Neurotransmitter Release Cycle"	18	18	10	0.555555555555556	0.161016949152542	19	23	5	0	0.071390772372708	1
"EGFR Transactivation by Gastrin"	"EGFR Transactivation by Gastrin"	9	9	5	0.555555555555556	0.110169491525424	13	13	7	0	0.113843962999703	1
"Kinesins"	"Kinesins"	27	27	15	0.555555555555556	0.23728813559322	28	30	4	0	0.0448778395792944	1
"Norepinephrine Neurotransmitter Release Cycle"	"Norepinephrine Neurotransmitter Release Cycle"	18	18	10	0.555555555555556	0.161016949152542	19	24	5	0	0.071390772372708	1
"Prostanoid ligand receptors"	"Prostanoid ligand receptors"	9	9	5	0.555555555555556	0.0423728813559322	5	5	1	0	0.113843962999703	1
"Regulation of signaling by CBL"	"Regulation of signaling by CBL"	18	18	10	0.555555555555556	0.228813559322034	27	31	20	0	0.071390772372708	1
"Serotonin Neurotransmitter Release Cycle"	"Serotonin Neurotransmitter Release Cycle"	18	18	10	0.555555555555556	0.161016949152542	19	23	5	0	0.071390772372708	1
"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	45	45	25	0.555555555555556	0.466101694915254	55	65	20	0	0.0183026648419538	1
"Small interfering RNA (siRNA) biogenesis"	"Small interfering RNA (siRNA) biogenesis"	9	9	5	0.555555555555556	0.0847457627118644	10	10	3	0	0.113843962999703	1
"Sperm Motility And Taxes"	"Sperm Motility And Taxes"	9	9	5	0.555555555555556	0.0593220338983051	7	7	2	0	0.113843962999703	1
"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	9	9	5	0.555555555555556	0.076271186440678	9	9	4	0	0.113843962999703	1
"cGMP effects"	"cGMP effects"	18	18	10	0.555555555555556	0.110169491525424	13	17	5	0	0.071390772372708	1
"p75 NTR receptor-mediated signalling"	"p75 NTR receptor-mediated signalling"	83	83	46	0.55421686746988	0.432203389830508	51	87	6	0	0.00321599629176206	0.439400081244595
"O-linked glycosylation"	"O-linked glycosylation"	103	103	57	0.553398058252427	0.61864406779661	73	162	24	0	0.00135838683998402	0.237876260526712
"Cell junction organization"	"Cell junction organization"	85	85	47	0.552941176470588	0.525423728813559	62	109	10	0	0.00315240023493857	0.43549665907923
"Signaling by Hippo"	"Signaling by Hippo"	20	20	11	0.55	0.11864406779661	14	17	3	0	0.070827033014918	1
"Xenobiotics"	"Xenobiotics"	20	20	11	0.55	0.0932203389830508	11	12	2	0	0.070827033014918	1
"Loss of Nlp from mitotic centrosomes"	"Loss of Nlp from mitotic centrosomes"	62	62	34	0.548387096774194	0.364406779661017	43	59	5	0	0.0109283460055029	1
"Loss of proteins required for interphase microtubule organization from the centrosome"	"Loss of proteins required for interphase microtubule organization from the centrosome"	62	62	34	0.548387096774194	0.364406779661017	43	59	5	0	0.0109283460055029	1
"Circadian Clock"	"Circadian Clock"	55	55	30	0.545454545454545	0.355932203389831	42	59	7	0	0.016559273131433	1
"Condensation of Prometaphase Chromosomes"	"Condensation of Prometaphase Chromosomes"	11	11	6	0.545454545454545	0.0677966101694915	8	8	2	0	0.115357740500025	1
"Extrinsic Pathway"	"Extrinsic Pathway"	22	22	12	0.545454545454545	0.254237288135593	30	31	12	0	0.0698476859571671	1
"Import of palmitoyl-CoA into the mitochondrial matrix"	"Import of palmitoyl-CoA into the mitochondrial matrix"	11	11	6	0.545454545454545	0.110169491525424	13	13	6	0	0.115357740500025	1
"Interleukin-7 signaling"	"Interleukin-7 signaling"	11	11	6	0.545454545454545	0.101694915254237	12	13	3	0	0.115357740500025	1
"Purine ribonucleoside monophosphate biosynthesis"	"Purine ribonucleoside monophosphate biosynthesis"	11	11	6	0.545454545454545	0.0593220338983051	7	7	2	0	0.115357740500025	1
"Transport of the SLBP Dependant Mature mRNA"	"Transport of the SLBP Dependant Mature mRNA"	33	33	18	0.545454545454545	0.211864406779661	25	30	4	0	0.0427028309039011	1
"Transport of Mature mRNA Derived from an Intronless Transcript"	"Transport of Mature mRNA Derived from an Intronless Transcript"	35	35	19	0.542857142857143	0.220338983050847	26	31	4	0	0.0417864767248557	1
"Platelet Aggregation (Plug Formation)"	"Platelet Aggregation (Plug Formation)"	37	37	20	0.540540540540541	0.288135593220339	34	41	6	0	0.0408141706172975	1
"Activation of GABAB receptors"	"Activation of GABAB receptors"	39	39	21	0.538461538461538	0.220338983050847	26	35	7	0	0.0398025953240818	1
"GABA B receptor activation"	"GABA B receptor activation"	39	39	21	0.538461538461538	0.220338983050847	26	35	7	0	0.0398025953240818	1
"Synthesis of PIPs at the early endosome membrane"	"Synthesis of PIPs at the early endosome membrane"	13	13	7	0.538461538461538	0.0593220338983051	7	8	2	0	0.114861205139091	1
"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	54	54	29	0.537037037037037	0.372881355932203	44	54	7	0	0.023329952827609	1
"Ca-dependent events"	"Ca-dependent events"	28	28	15	0.535714285714286	0.228813559322034	27	31	7	0	0.0654747914983029	1
"Constitutive Signaling by NOTCH1 HD Domain Mutants"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"	15	15	8	0.533333333333333	0.254237288135593	30	32	23	0	0.113170360325937	1
"Eicosanoid ligand-binding receptors"	"Eicosanoid ligand-binding receptors"	15	15	8	0.533333333333333	0.0677966101694915	8	8	1	0	0.113170360325937	1
"Fatty acids"	"Fatty acids"	15	15	8	0.533333333333333	0.0932203389830508	11	14	4	0	0.113170360325937	1
"G alpha (12/13) signalling events"	"G alpha (12/13) signalling events"	75	75	40	0.533333333333333	0.491525423728814	58	94	20	0	0.0126599146419971	1
"Interleukin-3, 5 and GM-CSF signaling"	"Interleukin-3, 5 and GM-CSF signaling"	45	45	24	0.533333333333333	0.389830508474576	46	58	20	0	0.0366529582076582	1
"N-Glycan antennae elongation"	"N-Glycan antennae elongation"	15	15	8	0.533333333333333	0.0677966101694915	8	8	1	0	0.113170360325937	1
"Prolactin receptor signaling"	"Prolactin receptor signaling"	15	15	8	0.533333333333333	0.0932203389830508	11	12	2	0	0.113170360325937	1
"Translocation of GLUT4 to the plasma membrane"	"Translocation of GLUT4 to the plasma membrane"	60	60	32	0.533333333333333	0.398305084745763	47	68	6	0	0.0214204170768145	1
"CD28 co-stimulation"	"CD28 co-stimulation"	32	32	17	0.53125	0.347457627118644	41	49	20	0	0.0619848655010995	1
"Beta-catenin phosphorylation cascade"	"Beta-catenin phosphorylation cascade"	17	17	9	0.529411764705882	0.110169491525424	13	13	3	0	0.110754087654677	1
"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	17	17	9	0.529411764705882	0.805084745762712	95	100	87	0	0.110754087654677	1
"PI Metabolism"	"PI Metabolism"	51	51	27	0.529411764705882	0.406779661016949	48	67	20	0	0.0334972339486861	1
"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	17	17	9	0.529411764705882	0.194915254237288	23	27	7	0	0.110754087654677	1
