"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Regulation by TREX1"	"Regulation by TREX1"	1	1	1	1	0.00675675675675676	2	2	2	2	0	0
"Regulation by c-FLIP"	"Regulation by c-FLIP"	11	11	11	1	0.452702702702703	134	195	85	2	0	0
"Regulation of Commissural axon pathfinding by Slit and Robo"	"Regulation of Commissural axon pathfinding by Slit and Robo"	4	4	4	1	0.0506756756756757	15	22	7	3	0	0
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	21	21	21	1	0.199324324324324	59	88	21	1	0	0
"Regulation of KIT signaling"	"Regulation of KIT signaling"	16	16	16	1	0.260135135135135	77	90	17	1	0	0
"Regulation of PAK-2p34 activity by PS-GAP/RHG10"	"Regulation of PAK-2p34 activity by PS-GAP/RHG10"	2	2	2	1	0.179054054054054	53	53	51	2	0	0
"Regulation of gap junction activity"	"Regulation of gap junction activity"	3	3	3	1	0.0304054054054054	9	9	4	2	0	0
"Regulation of gene expression in early pancreatic precursor cells"	"Regulation of gene expression in early pancreatic precursor cells"	8	8	8	1	0.114864864864865	34	35	18	1	0	0
"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells"	"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells"	5	5	5	1	0.0506756756756757	15	17	6	2	0	0
"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	7	7	7	1	0.222972972972973	66	71	53	1	0	0
"Regulation of innate immune responses to cytosolic DNA"	"Regulation of innate immune responses to cytosolic DNA"	15	15	15	1	0.148648648648649	44	56	15	1	0	0
"Regulation of pyruvate dehydrogenase (PDH) complex"	"Regulation of pyruvate dehydrogenase (PDH) complex"	14	14	14	1	0.22972972972973	68	106	15	1	0	0
"Regulation of the Fanconi anemia pathway"	"Regulation of the Fanconi anemia pathway"	10	10	10	1	0.172297297297297	51	61	35	1	0	0
"Regulation of thyroid hormone activity"	"Regulation of thyroid hormone activity"	3	3	3	1	0.0304054054054054	9	11	7	1	0	0
"Relaxin receptors"	"Relaxin receptors"	8	8	8	1	0.165540540540541	49	52	18	1	0	0
"Reuptake of GABA"	"Reuptake of GABA"	4	4	4	1	0.0472972972972973	14	28	12	2	0	0
"Reversal of Alkylation Damage By DNA Dioxygenases"	"Reversal of Alkylation Damage By DNA Dioxygenases"	2	2	2	1	0.0304054054054054	9	9	8	1	0	0
"Rhesus glycoproteins mediate ammonium transport."	"Rhesus glycoproteins mediate ammonium transport."	3	3	3	1	0.0371621621621622	11	12	5	2	0	0
"Role of Abl in Robo-Slit signaling"	"Role of Abl in Robo-Slit signaling"	9	9	9	1	0.118243243243243	35	41	7	3	0	0
"S6K1 signalling"	"S6K1 signalling"	5	5	5	1	0.212837837837838	63	68	55	1	0	0
"S6K1-mediated signalling"	"S6K1-mediated signalling"	9	9	9	1	0.22972972972973	68	78	55	1	0	0
"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	14	14	14	1	0.222972972972973	66	84	19	1	0	0
"SHC activation"	"SHC activation"	4	4	4	1	0.0540540540540541	16	18	8	2	0	0
"STAT6-mediated induction of chemokines"	"STAT6-mediated induction of chemokines"	3	3	3	1	0.0337837837837838	10	12	9	1	0	0
"SUMO is proteolytically processed"	"SUMO is proteolytically processed"	6	6	6	1	0.216216216216216	64	119	55	1	0	0
"Scavenging by Class B Receptors"	"Scavenging by Class B Receptors"	5	5	5	1	0.0574324324324324	17	19	9	1	0	0
"Sema3A PAK dependent Axon repulsion"	"Sema3A PAK dependent Axon repulsion"	16	16	16	1	0.35472972972973	105	155	51	2	0	0
"Serine biosynthesis"	"Serine biosynthesis"	3	3	3	1	0.114864864864865	34	37	25	3	0	0
"Serotonin and melatonin biosynthesis"	"Serotonin and melatonin biosynthesis"	5	5	5	1	0.101351351351351	30	33	18	1	0	0
"Signaling by FGFR1 amplification mutants"	"Signaling by FGFR1 amplification mutants"	1	1	1	1	0.108108108108108	32	32	32	32	0	0
"Signaling by FGFR1 fusion mutants"	"Signaling by FGFR1 fusion mutants"	19	19	19	1	0.39527027027027	117	168	60	1	0	0
"Signaling by FGFR2 amplification mutants"	"Signaling by FGFR2 amplification mutants"	1	1	1	1	0.00675675675675676	2	2	2	2	0	0
"Signaling by FGFR4 mutants"	"Signaling by FGFR4 mutants"	1	1	1	1	0.00337837837837838	1	1	1	1	0	0
"Signalling to STAT3"	"Signalling to STAT3"	3	3	3	1	0.0574324324324324	17	17	9	2	0	0
"Small interfering RNA (siRNA) biogenesis"	"Small interfering RNA (siRNA) biogenesis"	9	9	9	1	0.179054054054054	53	63	33	1	0	0
"Sodium-coupled phosphate cotransporters"	"Sodium-coupled phosphate cotransporters"	5	5	5	1	0.0810810810810811	24	25	14	1	0	0
"Sterols are 12-hydroxylated by CYP8B1"	"Sterols are 12-hydroxylated by CYP8B1"	2	2	2	1	0.0101351351351351	3	3	2	1	0	0
"Stimulation of the cell death response by PAK-2p34"	"Stimulation of the cell death response by PAK-2p34"	2	2	2	1	0.199324324324324	59	59	51	8	0	0
"Synthesis of 5-eicosatetraenoic acids"	"Synthesis of 5-eicosatetraenoic acids"	6	6	6	1	0.0540540540540541	16	17	5	1	0	0
"Synthesis of CL"	"Synthesis of CL"	1	1	1	1	0.0101351351351351	3	3	3	3	0	0
"Synthesis of IPs in the nucleus"	"Synthesis of IPs in the nucleus"	4	4	4	1	0.0337837837837838	10	12	6	2	0	0
"Synthesis of PI"	"Synthesis of PI"	2	2	2	1	0.0168918918918919	5	5	3	2	0	0
"Synthesis of PIPs at the ER membrane"	"Synthesis of PIPs at the ER membrane"	3	3	3	1	0.0304054054054054	9	10	5	2	0	0
"Synthesis of PIPs at the late endosome membrane"	"Synthesis of PIPs at the late endosome membrane"	10	10	10	1	0.172297297297297	51	64	14	2	0	0
"Synthesis of PS"	"Synthesis of PS"	2	2	2	1	0.0506756756756757	15	15	12	3	0	0
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)"	14	14	14	1	0.10472972972973	31	51	7	1	0	0
"Synthesis of UDP-N-acetyl-glucosamine"	"Synthesis of UDP-N-acetyl-glucosamine"	5	5	5	1	0.0472972972972973	14	15	5	1	0	0
"Synthesis of dolichyl-phosphate mannose"	"Synthesis of dolichyl-phosphate mannose"	3	3	3	1	0.0371621621621622	11	11	5	1	0	0
"Synthesis of dolichyl-phosphate-glucose"	"Synthesis of dolichyl-phosphate-glucose"	1	1	1	1	0.0101351351351351	3	3	3	3	0	0
"Synthesis, secretion, and deacylation of Ghrelin"	"Synthesis, secretion, and deacylation of Ghrelin"	17	17	17	1	0.344594594594595	102	144	49	1	0	0
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	13	13	13	1	0.189189189189189	56	69	15	1	0	0
"TRAIL  signaling"	"TRAIL  signaling"	7	7	7	1	0.439189189189189	130	186	85	8	0	0
"TRIF-mediated programmed cell death"	"TRIF-mediated programmed cell death"	10	10	10	1	0.388513513513513	115	139	85	1	0	0
"TRKA activation by NGF"	"TRKA activation by NGF"	2	2	2	1	0.0506756756756757	15	15	9	6	0	0
"TWIK related potassium channel (TREK)"	"TWIK related potassium channel (TREK)"	3	3	3	1	0.0540540540540541	16	16	7	3	0	0
"TWIK-related alkaline pH activated K+ channel (TALK)"	"TWIK-related alkaline pH activated K+ channel (TALK)"	2	2	2	1	0.00675675675675676	2	4	2	2	0	0
"TWIK-related spinal cord K+ channel (TRESK)"	"TWIK-related spinal cord K+ channel (TRESK)"	1	1	1	1	0.00675675675675676	2	2	2	2	0	0
"TWIK-releated acid-sensitive K+ channel (TASK)"	"TWIK-releated acid-sensitive K+ channel (TASK)"	2	2	2	1	0.111486486486486	33	33	31	2	0	0
"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	3	3	3	1	0.0675675675675676	20	20	12	4	0	0
"Tandem pore domain halothane-inhibited K+ channel (THIK)"	"Tandem pore domain halothane-inhibited K+ channel (THIK)"	1	1	1	1	0.0202702702702703	6	6	6	6	0	0
"Tandem pore domain potassium channels"	"Tandem pore domain potassium channels"	12	12	12	1	0.185810810810811	55	81	31	2	0	0
"Telomere Extension By Telomerase"	"Telomere Extension By Telomerase"	6	6	6	1	0.158783783783784	47	51	26	1	0	0
"Terminal pathway of complement"	"Terminal pathway of complement"	7	7	7	1	0.0844594594594595	25	63	16	2	0	0
"The fatty acid cycling model"	"The fatty acid cycling model"	3	3	3	1	0.0540540540540541	16	31	15	1	0	0
"The proton buffering model"	"The proton buffering model"	3	3	3	1	0.0540540540540541	16	31	15	1	0	0
"The retinoid cycle in cones (daylight vision)"	"The retinoid cycle in cones (daylight vision)"	6	6	6	1	0.0608108108108108	18	27	9	1	0	0
"Toxicity of botulinum toxin type C (BoNT/C)"	"Toxicity of botulinum toxin type C (BoNT/C)"	3	3	3	1	0.0439189189189189	13	13	7	1	0	0
"Trafficking of dietary sterols"	"Trafficking of dietary sterols"	3	3	3	1	0.0135135135135135	4	7	3	2	0	0
"Transcriptional  activation of  cell cycle inhibitor p21"	"Transcriptional  activation of  cell cycle inhibitor p21"	2	2	2	1	0.0135135135135135	4	4	2	2	0	0
"Transcriptional activation of p53 responsive genes"	"Transcriptional activation of p53 responsive genes"	2	2	2	1	0.0135135135135135	4	4	2	2	0	0
"Transfer of LPS from LBP carrier to CD14"	"Transfer of LPS from LBP carrier to CD14"	2	2	2	1	0.00675675675675676	2	2	1	1	0	0
"Transferrin endocytosis and recycling"	"Transferrin endocytosis and recycling"	29	29	29	1	0.439189189189189	130	248	51	1	0	0
"Translesion synthesis by DNA polymerases bypassing lesion on DNA template"	"Translesion synthesis by DNA polymerases bypassing lesion on DNA template"	4	4	4	1	0.0439189189189189	13	13	6	1	0	0
"Translesion synthesis by HREV1"	"Translesion synthesis by HREV1"	1	1	1	1	0.0101351351351351	3	3	3	3	0	0
"Translesion synthesis by Pol eta"	"Translesion synthesis by Pol eta"	1	1	1	1	0.0202702702702703	6	6	6	6	0	0
"Translesion synthesis by Pol zeta"	"Translesion synthesis by Pol zeta"	2	2	2	1	0.0135135135135135	4	4	3	1	0	0
"Transport of connexins along the secretory pathway"	"Transport of connexins along the secretory pathway"	3	3	3	1	0.0304054054054054	9	9	3	3	0	0
"Transport of connexons to the plasma membrane"	"Transport of connexons to the plasma membrane"	2	2	2	1	0.0202702702702703	6	6	3	3	0	0
"Transport of fatty acids"	"Transport of fatty acids"	8	8	8	1	0.195945945945946	58	82	51	1	0	0
"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	7	7	7	1	0.135135135135135	40	40	19	1	0	0
"Transport of nucleotide sugars"	"Transport of nucleotide sugars"	9	9	9	1	0.148648648648649	44	48	13	2	0	0
"Type II Na+/Pi cotransporters"	"Type II Na+/Pi cotransporters"	3	3	3	1	0.0304054054054054	9	9	5	1	0	0
"Urea cycle"	"Urea cycle"	9	9	9	1	0.141891891891892	42	45	14	1	0	0
"Utilization of Ketone Bodies"	"Utilization of Ketone Bodies"	3	3	3	1	0.253378378378378	75	76	53	6	0	0
"VEGF binds to VEGFR leading to receptor dimerization"	"VEGF binds to VEGFR leading to receptor dimerization"	8	8	8	1	0.128378378378378	38	43	14	2	0	0
"VEGF ligand-receptor interactions"	"VEGF ligand-receptor interactions"	8	8	8	1	0.128378378378378	38	43	14	2	0	0
"VEGFR2 mediated vascular permeability"	"VEGFR2 mediated vascular permeability"	26	26	26	1	0.391891891891892	116	176	51	1	0	0
"Vasopressin-like receptors"	"Vasopressin-like receptors"	6	6	6	1	0.0675675675675676	20	23	10	1	0	0
"Vitamin B1 (thiamin) metabolism"	"Vitamin B1 (thiamin) metabolism"	4	4	4	1	0.0506756756756757	15	16	6	3	0	0
"Vitamin B2 (riboflavin) metabolism"	"Vitamin B2 (riboflavin) metabolism"	5	5	5	1	0.0608108108108108	18	20	6	1	0	0
"Vitamin D (calciferol) metabolism"	"Vitamin D (calciferol) metabolism"	7	7	7	1	0.0608108108108108	18	20	6	1	0	0
"Vitamins B6 activation to pyridoxal phosphate"	"Vitamins B6 activation to pyridoxal phosphate"	3	3	3	1	0.0371621621621622	11	12	9	1	0	0
"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"	"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"	11	11	11	1	0.135135135135135	40	48	11	1	0	0
"alpha-linolenic acid (ALA) metabolism"	"alpha-linolenic acid (ALA) metabolism"	11	11	11	1	0.135135135135135	40	48	11	1	0	0
"c-src mediated regulation of Cx43 function and closure of gap junctions"	"c-src mediated regulation of Cx43 function and closure of gap junctions"	3	3	3	1	0.0304054054054054	9	9	4	2	0	0
"eNOS activation"	"eNOS activation"	7	7	7	1	0.152027027027027	45	56	13	3	0	0
"mRNA Editing"	"mRNA Editing"	4	4	4	1	0.0472972972972973	14	15	6	1	0	0
"mRNA Editing: A to I Conversion"	"mRNA Editing: A to I Conversion"	2	2	2	1	0.0202702702702703	6	6	5	1	0	0
"mRNA Editing: C to U Conversion"	"mRNA Editing: C to U Conversion"	2	2	2	1	0.0304054054054054	9	9	6	3	0	0
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	6	6	6	1	0.0777027027027027	23	25	12	1	0	0
"p75NTR negatively regulates cell cycle via SC1"	"p75NTR negatively regulates cell cycle via SC1"	6	6	6	1	0.0540540540540541	16	16	9	1	0	0
"p75NTR recruits signalling complexes"	"p75NTR recruits signalling complexes"	13	13	13	1	0.368243243243243	109	126	57	1	0	0
"phospho-PLA2 pathway"	"phospho-PLA2 pathway"	2	2	2	1	0.0405405405405405	12	12	7	5	0	0
"t(4;14) translocations of FGFR3"	"t(4;14) translocations of FGFR3"	1	1	1	1	0.0236486486486486	7	7	7	7	0	0
"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	45	45	44	0.977777777777778	0.625	185	480	82	0	0.0019930276799156	0.0814536385073593
"G-protein mediated events"	"G-protein mediated events"	44	44	43	0.977272727272727	0.429054054054054	127	243	31	0	0.00228934156056315	0.0932723023074214
"PLC beta mediated events"	"PLC beta mediated events"	43	43	42	0.976744186046512	0.415540540540541	123	237	31	0	0.00262965845618424	0.10614547184971
"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	43	43	42	0.976744186046512	0.442567567567568	131	269	42	0	0.00262965845618424	0.10614547184971
"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	42	42	41	0.976190476190476	0.523648648648649	155	278	86	0	0.00302050522536423	0.121546754570814
"Cyclin D associated events in G1"	"Cyclin D associated events in G1"	38	38	37	0.973684210526316	0.665540540540541	197	473	83	0	0.00525672859747117	0.20460837894054
"G1 Phase"	"G1 Phase"	38	38	37	0.973684210526316	0.665540540540541	197	473	83	0	0.00525672859747117	0.20460837894054
"Transport of vitamins, nucleosides, and related molecules"	"Transport of vitamins, nucleosides, and related molecules"	38	38	37	0.973684210526316	0.39527027027027	117	275	51	0	0.00525672859747117	0.20460837894054
"Beta defensins"	"Beta defensins"	36	36	35	0.972222222222222	0.263513513513513	78	303	41	0	0.0069339795833101	0.265934888130434
"PLCG1 events in ERBB2 signaling"	"PLCG1 events in ERBB2 signaling"	34	34	33	0.970588235294118	0.445945945945946	132	219	32	0	0.0091456715815923	0.345689859383584
"E2F mediated regulation of DNA replication"	"E2F mediated regulation of DNA replication"	33	33	32	0.96969696969697	0.402027027027027	119	189	18	0	0.0105031458096945	0.391344662534572
"EGFR interacts with phospholipase C-gamma"	"EGFR interacts with phospholipase C-gamma"	33	33	32	0.96969696969697	0.435810810810811	129	211	32	0	0.0105031458096945	0.391344662534572
"Sialic acid metabolism"	"Sialic acid metabolism"	33	33	32	0.96969696969697	0.442567567567568	131	211	55	0	0.0105031458096945	0.391344662534572
"Signal amplification"	"Signal amplification"	32	32	31	0.96875	0.35472972972973	105	288	59	0	0.0120618716953103	0.445613746052443
"TRAF6 mediated IRF7 activation"	"TRAF6 mediated IRF7 activation"	32	32	31	0.96875	0.35472972972973	105	440	43	0	0.0120618716953103	0.445613746052443
"Adherens junctions interactions"	"Adherens junctions interactions"	30	30	29	0.966666666666667	0.310810810810811	92	198	17	0	0.0159066924919797	0.568389356411122
"Amine compound SLC transporters"	"Amine compound SLC transporters"	30	30	29	0.966666666666667	0.263513513513513	78	186	26	0	0.0159066924919797	0.568389356411122
"Signaling by FGFR1 mutants"	"Signaling by FGFR1 mutants"	30	30	29	0.966666666666667	0.577702702702703	171	326	82	0	0.0159066924919797	0.568389356411122
"Adrenaline,noradrenaline inhibits insulin secretion"	"Adrenaline,noradrenaline inhibits insulin secretion"	28	28	27	0.964285714285714	0.347972972972973	103	194	59	0	0.0209754440597458	0.727710663478185
"Endosomal Sorting Complex Required For Transport (ESCRT)"	"Endosomal Sorting Complex Required For Transport (ESCRT)"	28	28	27	0.964285714285714	0.347972972972973	103	154	31	0	0.0209754440597458	0.727710663478185
"GABA receptor activation"	"GABA receptor activation"	55	55	53	0.963636363636364	0.425675675675676	126	263	31	0	0.00457473377269535	0.181300508522276
"Keratan sulfate biosynthesis"	"Keratan sulfate biosynthesis"	27	27	26	0.962962962962963	0.341216216216216	101	168	35	0	0.0240859674766395	0.801221230366137
"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	54	54	52	0.962962962962963	0.554054054054054	164	536	82	0	0.00517005446449015	0.203047675269454
"Integration of energy metabolism"	"Integration of energy metabolism"	104	104	100	0.961538461538462	0.631756756756757	187	610	59	0	0.000405108083912364	0.0167660579833849
"ADP signalling through P2Y purinoceptor 1"	"ADP signalling through P2Y purinoceptor 1"	25	25	24	0.96	0.337837837837838	100	216	59	0	0.0317573719937777	0.963639121155151
"Basigin interactions"	"Basigin interactions"	25	25	24	0.96	0.307432432432432	91	142	32	0	0.0317573719937777	0.963639121155151
"Nitric oxide stimulates guanylate cyclase"	"Nitric oxide stimulates guanylate cyclase"	25	25	24	0.96	0.391891891891892	116	230	60	0	0.0317573719937777	0.963639121155151
"Regulation of IFNA signaling"	"Regulation of IFNA signaling"	25	25	24	0.96	0.206081081081081	61	366	26	0	0.0317573719937777	0.963639121155151
"DARPP-32 events"	"DARPP-32 events"	24	24	23	0.958333333333333	0.287162162162162	85	130	23	0	0.0364646533972328	1
"Deadenylation of mRNA"	"Deadenylation of mRNA"	23	23	22	0.956521739130435	0.408783783783784	121	203	55	0	0.0418688625182836	1
"Defensins"	"Defensins"	46	46	44	0.956521739130435	0.331081081081081	98	391	41	0	0.0136028211383215	0.494166867311935
"Incretin synthesis, secretion, and inactivation"	"Incretin synthesis, secretion, and inactivation"	23	23	22	0.956521739130435	0.256756756756757	76	113	15	0	0.0418688625182836	1
"Regulation of Complement cascade"	"Regulation of Complement cascade"	23	23	22	0.956521739130435	0.155405405405405	46	128	16	0	0.0418688625182836	1
"Thromboxane signalling through TP receptor"	"Thromboxane signalling through TP receptor"	23	23	22	0.956521739130435	0.327702702702703	97	167	59	0	0.0418688625182836	1
"ADP signalling through P2Y purinoceptor 12"	"ADP signalling through P2Y purinoceptor 12"	22	22	21	0.954545454545455	0.337837837837838	100	217	59	0	0.0480730609478828	1
"CTLA4 inhibitory signaling"	"CTLA4 inhibitory signaling"	22	22	21	0.954545454545455	0.327702702702703	97	141	17	0	0.0480730609478828	1
"Cyclin A/B1 associated events during G2/M transition"	"Cyclin A/B1 associated events during G2/M transition"	22	22	21	0.954545454545455	0.168918918918919	50	72	15	0	0.0480730609478828	1
"Cyclin A:Cdk2-associated events at S phase entry"	"Cyclin A:Cdk2-associated events at S phase entry"	66	66	63	0.954545454545455	0.527027027027027	156	329	55	0	0.0063181815718687	0.243747147005637
"Cyclin E associated events during G1/S transition"	"Cyclin E associated events during G1/S transition"	65	65	62	0.953846153846154	0.523648648648649	155	326	55	0	0.00706086458222965	0.270009418257978
"APC/C:Cdc20 mediated degradation of Cyclin B"	"APC/C:Cdc20 mediated degradation of Cyclin B"	21	21	20	0.952380952380952	0.141891891891892	42	58	11	0	0.0551955331643615	1
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"	42	42	40	0.952380952380952	0.493243243243243	146	286	59	0	0.0218730653819811	0.754775123624782
"Glutamate Neurotransmitter Release Cycle"	"Glutamate Neurotransmitter Release Cycle"	21	21	20	0.952380952380952	0.459459459459459	136	185	86	0	0.0551955331643615	1
