"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Potassium transport channels"	"Potassium transport channels"	3	3	3	1	0.0216535433070866	11	11	6	2	0	0
"Pregnenolone biosynthesis"	"Pregnenolone biosynthesis"	9	9	9	1	0.0255905511811024	13	16	3	1	0	0
"Processing of DNA ends prior to end rejoining"	"Processing of DNA ends prior to end rejoining"	4	4	4	1	0.062992125984252	32	35	23	3	0	0
"Processing of Intronless Pre-mRNAs"	"Processing of Intronless Pre-mRNAs"	14	14	14	1	0.0708661417322835	36	41	6	1	0	0
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	3	3	3	1	0.0078740157480315	4	4	2	1	0	0
"Proton-coupled neutral amino acid transporters"	"Proton-coupled neutral amino acid transporters"	2	2	2	1	0.00984251968503937	5	5	3	2	0	0
"Proton/oligonucleotide cotransporters"	"Proton/oligonucleotide cotransporters"	4	4	4	1	0.0216535433070866	11	11	5	1	0	0
"RAF activation"	"RAF activation"	5	5	5	1	0.0669291338582677	34	34	29	1	0	0
"RAF phosphorylates MEK"	"RAF phosphorylates MEK"	7	7	7	1	0.0807086614173228	41	44	29	1	0	0
"RSK activation"	"RSK activation"	6	6	6	1	0.0551181102362205	28	30	8	1	0	0
"Ras activation uopn Ca2+ infux through NMDA receptor"	"Ras activation uopn Ca2+ infux through NMDA receptor"	17	17	17	1	0.238188976377953	121	156	29	1	0	0
"Reactions specific to the complex N-glycan synthesis pathway"	"Reactions specific to the complex N-glycan synthesis pathway"	4	4	4	1	0.0255905511811024	13	13	5	2	0	0
"Reactions specific to the hybrid N-glycan synthesis pathway"	"Reactions specific to the hybrid N-glycan synthesis pathway"	1	1	1	1	0.00590551181102362	3	3	3	3	0	0
"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	14	14	14	1	0.295275590551181	150	171	86	1	0	0
"Recruitment of NuMA to mitotic centrosomes"	"Recruitment of NuMA to mitotic centrosomes"	11	11	11	1	0.0984251968503937	50	55	16	1	0	0
"Recruitment of repair and signaling proteins to double-strand breaks"	"Recruitment of repair and signaling proteins to double-strand breaks"	8	8	8	1	0.118110236220472	60	70	16	1	0	0
"Recycling of bile acids and salts"	"Recycling of bile acids and salts"	15	15	15	1	0.125984251968504	64	79	10	1	0	0
"Recycling of eIF2:GDP"	"Recycling of eIF2:GDP"	8	8	8	1	0.0374015748031496	19	21	5	1	0	0
"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	10	10	10	1	0.127952755905512	65	78	15	4	0	0
"Regulation by TREX1"	"Regulation by TREX1"	1	1	1	1	0.0078740157480315	4	4	4	4	0	0
"Regulation of Commissural axon pathfinding by Slit and Robo"	"Regulation of Commissural axon pathfinding by Slit and Robo"	4	4	4	1	0.0984251968503937	50	56	25	4	0	0
"Regulation of PAK-2p34 activity by PS-GAP/RHG10"	"Regulation of PAK-2p34 activity by PS-GAP/RHG10"	2	2	2	1	0.0196850393700787	10	10	6	4	0	0
"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells"	"Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells"	5	5	5	1	0.0275590551181102	14	14	6	1	0	0
"Regulation of the Fanconi anemia pathway"	"Regulation of the Fanconi anemia pathway"	10	10	10	1	0.110236220472441	56	65	22	1	0	0
"Release of eIF4E"	"Release of eIF4E"	6	6	6	1	0.0334645669291339	17	18	9	1	0	0
"Removal of aminoterminal propeptides from gamma-carboxylated proteins"	"Removal of aminoterminal propeptides from gamma-carboxylated proteins"	9	9	9	1	0.0551181102362205	28	30	10	1	0	0
"Reuptake of GABA"	"Reuptake of GABA"	4	4	4	1	0.0236220472440945	12	12	4	2	0	0
"Reversal of Alkylation Damage By DNA Dioxygenases"	"Reversal of Alkylation Damage By DNA Dioxygenases"	2	2	2	1	0.0118110236220472	6	6	4	2	0	0
"Role of second messengers in netrin-1 signaling"	"Role of second messengers in netrin-1 signaling"	10	10	10	1	0.137795275590551	70	85	24	1	0	0
"STAT6-mediated induction of chemokines"	"STAT6-mediated induction of chemokines"	3	3	3	1	0.015748031496063	8	8	4	2	0	0
"Sema3A PAK dependent Axon repulsion"	"Sema3A PAK dependent Axon repulsion"	16	16	16	1	0.208661417322835	106	126	19	2	0	0
"Serotonin and melatonin biosynthesis"	"Serotonin and melatonin biosynthesis"	5	5	5	1	0.0374015748031496	19	19	7	1	0	0
"Serotonin clearance from the synaptic cleft"	"Serotonin clearance from the synaptic cleft"	2	2	2	1	0.00590551181102362	3	3	2	1	0	0
"Serotonin receptors"	"Serotonin receptors"	12	12	12	1	0.102362204724409	52	59	9	1	0	0
"Signaling by FGFR1 amplification mutants"	"Signaling by FGFR1 amplification mutants"	1	1	1	1	0.00196850393700787	1	1	1	1	0	0
"Signaling by FGFR2 amplification mutants"	"Signaling by FGFR2 amplification mutants"	1	1	1	1	0.00590551181102362	3	3	3	3	0	0
"Signaling by FGFR4 mutants"	"Signaling by FGFR4 mutants"	1	1	1	1	0.00984251968503937	5	5	5	5	0	0
"Signalling to ERK5"	"Signalling to ERK5"	2	2	2	1	0.0177165354330709	9	9	6	3	0	0
"Signalling to STAT3"	"Signalling to STAT3"	3	3	3	1	0.0196850393700787	10	10	6	1	0	0
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	5	5	5	1	0.0374015748031496	19	21	10	1	0	0
"Sodium/Calcium exchangers"	"Sodium/Calcium exchangers"	9	9	9	1	0.0905511811023622	46	50	15	1	0	0
"Sperm Motility And Taxes"	"Sperm Motility And Taxes"	9	9	9	1	0.0846456692913386	43	49	12	1	0	0
"Sterols are 12-hydroxylated by CYP8B1"	"Sterols are 12-hydroxylated by CYP8B1"	2	2	2	1	0.0236220472440945	12	12	7	5	0	0
"Stimulation of the cell death response by PAK-2p34"	"Stimulation of the cell death response by PAK-2p34"	2	2	2	1	0.015748031496063	8	8	6	2	0	0
"Sulfide oxidation to sulfate"	"Sulfide oxidation to sulfate"	5	5	5	1	0.0196850393700787	10	10	5	1	0	0
"Syndecan interactions"	"Syndecan interactions"	20	20	20	1	0.124015748031496	63	78	11	1	0	0
"Synthesis of 12-eicosatetraenoic acid derivatives"	"Synthesis of 12-eicosatetraenoic acid derivatives"	6	6	6	1	0.0255905511811024	13	14	3	1	0	0
"Synthesis of 15-eicosatetraenoic acid derivatives"	"Synthesis of 15-eicosatetraenoic acid derivatives"	6	6	6	1	0.031496062992126	16	16	6	1	0	0
"Synthesis of CL"	"Synthesis of CL"	1	1	1	1	0.00196850393700787	1	1	1	1	0	0
"Synthesis of Dolichyl-phosphate"	"Synthesis of Dolichyl-phosphate"	5	5	5	1	0.0177165354330709	9	9	3	1	0	0
"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)"	"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)"	1	1	1	1	0.00590551181102362	3	3	3	3	0	0
"Synthesis of IP2, IP, and Ins in the cytosol"	"Synthesis of IP2, IP, and Ins in the cytosol"	11	11	11	1	0.0964566929133858	49	51	11	1	0	0
"Synthesis of IPs in the ER lumen"	"Synthesis of IPs in the ER lumen"	1	1	1	1	0.0078740157480315	4	4	4	4	0	0
"Synthesis of PI"	"Synthesis of PI"	2	2	2	1	0.00590551181102362	3	3	2	1	0	0
"Synthesis of PIPs at the ER membrane"	"Synthesis of PIPs at the ER membrane"	3	3	3	1	0.0196850393700787	10	10	7	1	0	0
"Synthesis of PIPs at the early endosome membrane"	"Synthesis of PIPs at the early endosome membrane"	13	13	13	1	0.106299212598425	54	63	11	1	0	0
"Synthesis of PIPs at the late endosome membrane"	"Synthesis of PIPs at the late endosome membrane"	10	10	10	1	0.0925196850393701	47	52	10	1	0	0
"Synthesis of PS"	"Synthesis of PS"	2	2	2	1	0.015748031496063	8	8	6	2	0	0
"Synthesis of UDP-N-acetyl-glucosamine"	"Synthesis of UDP-N-acetyl-glucosamine"	5	5	5	1	0.0334645669291339	17	17	7	1	0	0
"Synthesis of dolichyl-phosphate-glucose"	"Synthesis of dolichyl-phosphate-glucose"	1	1	1	1	0.00393700787401575	2	2	2	2	0	0
"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"	8	8	8	1	0.0748031496062992	38	39	7	2	0	0
"TET1,2,3 and TDG demethylate DNA"	"TET1,2,3 and TDG demethylate DNA"	4	4	4	1	0.047244094488189	24	26	8	4	0	0
"TRAIL  signaling"	"TRAIL  signaling"	7	7	7	1	0.118110236220472	60	62	51	1	0	0
"TRKA activation by NGF"	"TRKA activation by NGF"	2	2	2	1	0.0078740157480315	4	4	3	1	0	0
"TRP channels"	"TRP channels"	25	25	25	1	0.251968503937008	128	173	18	2	0	0
"TWIK related potassium channel (TREK)"	"TWIK related potassium channel (TREK)"	3	3	3	1	0.0177165354330709	9	9	3	3	0	0
"TWIK-related alkaline pH activated K+ channel (TALK)"	"TWIK-related alkaline pH activated K+ channel (TALK)"	2	2	2	1	0.015748031496063	8	8	7	1	0	0
"TWIK-related spinal cord K+ channel (TRESK)"	"TWIK-related spinal cord K+ channel (TRESK)"	1	1	1	1	0.0078740157480315	4	4	4	4	0	0
"TWIK-releated acid-sensitive K+ channel (TASK)"	"TWIK-releated acid-sensitive K+ channel (TASK)"	2	2	2	1	0.0118110236220472	6	6	4	2	0	0
"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)"	3	3	3	1	0.00984251968503937	5	5	2	1	0	0
"Tandem pore domain halothane-inhibited K+ channel (THIK)"	"Tandem pore domain halothane-inhibited K+ channel (THIK)"	1	1	1	1	0.015748031496063	8	8	8	8	0	0
"Tandem pore domain potassium channels"	"Tandem pore domain potassium channels"	12	12	12	1	0.0748031496062992	38	40	8	1	0	0
"Terminal pathway of complement"	"Terminal pathway of complement"	7	7	7	1	0.110236220472441	56	66	18	1	0	0
"The AIM2 inflammasome"	"The AIM2 inflammasome"	3	3	3	1	0.0078740157480315	4	4	2	1	0	0
"The activation of arylsulfatases"	"The activation of arylsulfatases"	13	13	13	1	0.0688976377952756	35	40	6	1	0	0
"The fatty acid cycling model"	"The fatty acid cycling model"	3	3	3	1	0.0177165354330709	9	9	6	1	0	0
"The proton buffering model"	"The proton buffering model"	3	3	3	1	0.0177165354330709	9	9	6	1	0	0
"Toxicity of botulinum toxin type C (BoNT/C)"	"Toxicity of botulinum toxin type C (BoNT/C)"	3	3	3	1	0.0177165354330709	9	9	5	1	0	0
"Transfer of LPS from LBP carrier to CD14"	"Transfer of LPS from LBP carrier to CD14"	2	2	2	1	0.0118110236220472	6	7	6	1	0	0
"Translesion synthesis by HREV1"	"Translesion synthesis by HREV1"	1	1	1	1	0.00196850393700787	1	1	1	1	0	0
"Translesion synthesis by Pol eta"	"Translesion synthesis by Pol eta"	1	1	1	1	0.00590551181102362	3	3	3	3	0	0
"Transmission across Electrical Synapses"	"Transmission across Electrical Synapses"	5	5	5	1	0.0393700787401575	20	21	10	1	0	0
"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	8	8	8	1	0.0531496062992126	27	29	10	1	0	0
"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"	7	7	7	1	0.0255905511811024	13	15	3	1	0	0
"Tryptophan catabolism"	"Tryptophan catabolism"	11	11	11	1	0.0728346456692913	37	39	8	1	0	0
"Type II Na+/Pi cotransporters"	"Type II Na+/Pi cotransporters"	3	3	3	1	0.0196850393700787	10	11	5	3	0	0
"Unblocking of NMDA receptor, glutamate binding and activation"	"Unblocking of NMDA receptor, glutamate binding and activation"	17	17	17	1	0.22244094488189	113	149	29	1	0	0
"Vitamin D (calciferol) metabolism"	"Vitamin D (calciferol) metabolism"	7	7	7	1	0.173228346456693	88	95	37	1	0	0
"Vitamins"	"Vitamins"	6	6	6	1	0.0413385826771654	21	21	8	1	0	0
"Xenobiotics"	"Xenobiotics"	20	20	20	1	0.118110236220472	60	66	7	1	0	0
"betaKlotho-mediated ligand binding"	"betaKlotho-mediated ligand binding"	3	3	3	1	0.0275590551181102	14	14	6	3	0	0
"binding of TCF/LEF:CTNNB1 to target gene promoters"	"binding of TCF/LEF:CTNNB1 to target gene promoters"	7	7	7	1	0.0531496062992126	27	27	6	1	0	0
"mRNA Editing"	"mRNA Editing"	4	4	4	1	0.031496062992126	16	17	8	1	0	0
"mRNA Editing: A to I Conversion"	"mRNA Editing: A to I Conversion"	2	2	2	1	0.015748031496063	8	8	6	2	0	0
"mRNA Editing: C to U Conversion"	"mRNA Editing: C to U Conversion"	2	2	2	1	0.0177165354330709	9	9	8	1	0	0
"mitochondrial fatty acid beta-oxidation of saturated fatty acids"	"mitochondrial fatty acid beta-oxidation of saturated fatty acids"	8	8	8	1	0.0433070866141732	22	23	4	1	0	0
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids"	6	6	6	1	0.0255905511811024	13	15	3	1	0	0
"p75NTR negatively regulates cell cycle via SC1"	"p75NTR negatively regulates cell cycle via SC1"	6	6	6	1	0.0255905511811024	13	13	4	1	0	0
"p75NTR regulates axonogenesis"	"p75NTR regulates axonogenesis"	9	9	9	1	0.0807086614173228	41	44	10	1	0	0
"phospho-PLA2 pathway"	"phospho-PLA2 pathway"	2	2	2	1	0.0216535433070866	11	11	8	3	0	0
"regulation of FZD by ubiquitination"	"regulation of FZD by ubiquitination"	21	21	21	1	0.141732283464567	72	91	15	1	0	0
"repression of WNT target genes"	"repression of WNT target genes"	14	14	14	1	0.0846456692913386	43	48	10	1	0	0
"t(4;14) translocations of FGFR3"	"t(4;14) translocations of FGFR3"	1	1	1	1	0.0177165354330709	9	9	9	9	0	0
"Non-integrin membrane-ECM interactions"	"Non-integrin membrane-ECM interactions"	42	42	41	0.976190476190476	0.427165354330709	217	349	43	0	0.000373033860340821	0.0139388629177747
"Elastic fibre formation"	"Elastic fibre formation"	41	41	40	0.975609756097561	0.307086614173228	156	212	21	0	0.000450417912820078	0.016687377291986
"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	39	39	38	0.974358974358974	0.389763779527559	198	304	29	0	0.000656621125588952	0.0241898756031135
"O-glycosylation of TSR domain-containing proteins"	"O-glycosylation of TSR domain-containing proteins"	39	39	38	0.974358974358974	0.389763779527559	198	331	31	0	0.000656621125588952	0.0241898756031135
"Apoptotic cleavage of cellular proteins"	"Apoptotic cleavage of cellular proteins"	38	38	37	0.973684210526316	0.391732283464567	199	297	51	0	0.000792768994529625	0.028960814144909
"Post NMDA receptor activation events"	"Post NMDA receptor activation events"	35	35	34	0.971428571428571	0.354330708661417	180	259	29	0	0.00139498950055716	0.0487640581104277
"CD28 co-stimulation"	"CD28 co-stimulation"	32	32	31	0.96875	0.324803149606299	165	205	86	0	0.00245407931153041	0.0814590815718132
"Amino acid transport across the plasma membrane"	"Amino acid transport across the plasma membrane"	31	31	30	0.967741935483871	0.131889763779528	67	84	6	0	0.00296235749168228	0.0973422839493863
"Amine compound SLC transporters"	"Amine compound SLC transporters"	30	30	29	0.966666666666667	0.187007874015748	95	114	10	0	0.00357581059143675	0.115755138278608
"Cytochrome P450 - arranged by substrate type"	"Cytochrome P450 - arranged by substrate type"	60	60	58	0.966666666666667	0.312992125984252	159	220	8	0	0.000168217242716096	0.00691815880446344
"Molecules associated with elastic fibres"	"Molecules associated with elastic fibres"	30	30	29	0.966666666666667	0.230314960629921	117	144	21	0	0.00357581059143675	0.115755138278608
"Collagen formation"	"Collagen formation"	86	86	83	0.965116279069767	0.606299212598425	308	726	41	0	1.61810584314859e-05	0.000673944936798332
"ECM proteoglycans"	"ECM proteoglycans"	55	55	53	0.963636363636364	0.484251968503937	246	449	37	0	0.000398998101874604	0.0148665723926186
"Keratan sulfate biosynthesis"	"Keratan sulfate biosynthesis"	27	27	26	0.962962962962963	0.141732283464567	72	86	13	0	0.00628803074150686	0.197682608187339
"A tetrasaccharide linker sequence is required for GAG synthesis"	"A tetrasaccharide linker sequence is required for GAG synthesis"	26	26	25	0.961538461538462	0.206692913385827	105	134	28	0	0.00758934673689249	0.230825123317495
"EGFR downregulation"	"EGFR downregulation"	26	26	25	0.961538461538462	0.145669291338583	74	90	14	0	0.00758934673689249	0.230825123317495
"Fertilization"	"Fertilization"	26	26	25	0.961538461538462	0.171259842519685	87	103	12	0	0.00758934673689249	0.230825123317495
"Ligand-gated ion channel transport"	"Ligand-gated ion channel transport"	26	26	25	0.961538461538462	0.18503937007874	94	126	13	0	0.00758934673689249	0.230825123317495
"Reproduction"	"Reproduction"	26	26	25	0.961538461538462	0.171259842519685	87	103	12	0	0.00758934673689249	0.230825123317495
"Signaling by Leptin"	"Signaling by Leptin"	26	26	25	0.961538461538462	0.200787401574803	102	124	29	0	0.00758934673689249	0.230825123317495
"VEGFR2 mediated vascular permeability"	"VEGFR2 mediated vascular permeability"	26	26	25	0.961538461538462	0.181102362204724	92	111	12	0	0.00758934673689249	0.230825123317495
"WNT ligand biogenesis and trafficking"	"WNT ligand biogenesis and trafficking"	26	26	25	0.961538461538462	0.0885826771653543	45	51	4	0	0.00758934673689249	0.230825123317495
"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	26	26	25	0.961538461538462	0.0885826771653543	45	51	4	0	0.00758934673689249	0.230825123317495
"Effects of PIP2 hydrolysis"	"Effects of PIP2 hydrolysis"	25	25	24	0.96	0.251968503937008	128	164	20	0	0.00915972251361541	0.275384946876829
"RORA activates circadian gene expression"	"RORA activates circadian gene expression"	25	25	24	0.96	0.293307086614173	149	192	37	0	0.00915972251361541	0.275384946876829
"SHC-related events triggered by IGF1R"	"SHC-related events triggered by IGF1R"	25	25	24	0.96	0.202755905511811	103	120	29	0	0.00915972251361541	0.275384946876829
"Synthesis of IP3 and IP4 in the cytosol"	"Synthesis of IP3 and IP4 in the cytosol"	25	25	24	0.96	0.267716535433071	136	181	21	0	0.00915972251361541	0.275384946876829
"Amino acid and oligopeptide SLC transporters"	"Amino acid and oligopeptide SLC transporters"	49	49	47	0.959183673469388	0.206692913385827	105	143	7	0	0.0011133604769521	0.0398923915102734
"Cytosolic tRNA aminoacylation"	"Cytosolic tRNA aminoacylation"	24	24	23	0.958333333333333	0.124015748031496	63	71	7	0	0.0110547372935225	0.321279525283563
"Fanconi Anemia pathway"	"Fanconi Anemia pathway"	24	24	23	0.958333333333333	0.216535433070866	110	133	22	0	0.0110547372935225	0.321279525283563
"REV-ERBA represses gene expression"	"REV-ERBA represses gene expression"	24	24	23	0.958333333333333	0.283464566929134	144	184	37	0	0.0110547372935225	0.321279525283563
"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	94	94	90	0.957446808510638	0.468503937007874	238	387	23	0	2.85166291771333e-05	0.00118395384213442
"Endogenous sterols"	"Endogenous sterols"	23	23	22	0.956521739130435	0.139763779527559	71	86	8	0	0.0133414405661674	0.382635288218845
"NRAGE signals death through JNK"	"NRAGE signals death through JNK"	45	45	43	0.955555555555556	0.383858267716535	195	286	34	0	0.00219065418881059	0.0729001484609751
"Integrin cell surface interactions"	"Integrin cell surface interactions"	66	66	63	0.954545454545455	0.454724409448819	231	376	20	0	0.000431985990944961	0.0160499667284483
"Intrinsic Pathway"	"Intrinsic Pathway"	22	22	21	0.954545454545455	0.149606299212598	76	90	13	0	0.0161007170924612	0.448972264566174
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	22	22	21	0.954545454545455	0.112204724409449	57	64	10	0	0.0161007170924612	0.448972264566174
"SHC-mediated signalling"	"SHC-mediated signalling"	22	22	21	0.954545454545455	0.187007874015748	95	107	29	0	0.0161007170924612	0.448972264566174
"SHC1 events in EGFR signaling"	"SHC1 events in EGFR signaling"	22	22	21	0.954545454545455	0.202755905511811	103	118	29	0	0.0161007170924612	0.448972264566174
"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	43	43	41	0.953488372093023	0.336614173228346	171	252	21	0	0.00306513011322629	0.100466935634418
"GRB2 events in EGFR signaling"	"GRB2 events in EGFR signaling"	21	21	20	0.952380952380952	0.200787401574803	102	116	29	0	0.019430139085574	0.52502222065188
"HS-GAG degradation"	"HS-GAG degradation"	21	21	20	0.952380952380952	0.139763779527559	71	84	20	0	0.019430139085574	0.52502222065188
"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	42	42	40	0.952380952380952	0.27755905511811	141	191	24	0	0.00362316406446861	0.116710277982525
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"	21	21	20	0.952380952380952	0.179133858267717	91	105	44	0	0.019430139085574	0.52502222065188
